country,total_papers,total_citations,topic,name
Singapore,3,32,2779345533,Visual cortex
Singapore,12,63,2780104201,Drosophila melanogaster
Singapore,84,702,2908647359,Population
Slovakia,1,0,8891405,Immune system
Slovakia,2,7,12554922,Biophysics
Slovakia,7,5,18903297,Ecology
Slovakia,1,5,24432333,Whole genome sequencing
Slovakia,1,0,24998067,Stimulation
Slovakia,4,9,30481170,Chromosome
Slovakia,2,12,41008148,Computer science
Slovakia,1,0,50644808,Artificial neural network
Slovakia,2,32,51679486,DNA sequencing
Slovakia,27,41,54355233,Genetics
Slovakia,1,0,55493867,Biochemistry
Slovakia,8,5,60644358,Bioinformatics
Slovakia,1,0,62478195,Signal transduction
Slovakia,1,3,68873052,Genetic variation
Slovakia,2,32,70721500,Computational biology
Slovakia,1,24,71924100,Medicine
Slovakia,4,7,78458016,Evolutionary biology
Slovakia,2,24,79879829,Intracellular
Slovakia,2,7,83640560,Chromatin
Slovakia,2,4,84597430,Locus (genetics)
Slovakia,2,0,86339819,Transcription factor
Slovakia,45,91,86803240,Biology
Slovakia,2,0,90856448,Zoology
Slovakia,5,16,95444343,Cell biology
Slovakia,1,0,98108389,CRISPR
Slovakia,2,18,104317684,Gene
Slovakia,1,0,105795698,Statistics
Slovakia,1,24,121608353,Cancer
Slovakia,7,41,141231307,Genome
Slovakia,1,0,143065580,Mutant
Slovakia,1,0,150194340,Gene expression
Slovakia,2,12,152662350,Systems biology
Slovakia,3,26,153911025,Molecular biology
Slovakia,2,16,162317418,Transcriptome
Slovakia,4,2,165864922,Regulation of gene expression
Slovakia,2,1,169760540,Neuroscience
Slovakia,1,0,170493617,Receptor
Slovakia,2,32,180754005,Allele
Slovakia,1,0,181199279,Enzyme
Slovakia,1,10,185592680,Chemistry
Slovakia,4,26,186060115,Biological system
Slovakia,2,11,189206191,Genomics
Slovakia,1,0,193252679,Phylogenetic tree
Slovakia,2,24,502942594,Cancer research
Slovakia,1,0,552990157,DNA
Slovakia,5,0,1491633281,Cell
Slovakia,1,2,2780104201,Drosophila melanogaster
Slovakia,10,46,2908647359,Population
Slovenia,1,4,8891405,Immune system
Slovenia,2,0,11413529,Algorithm
Slovenia,1,0,12554922,Biophysics
Slovenia,3,18,15744967,Psychology
Slovenia,9,47,18903297,Ecology
Slovenia,3,6,24432333,Whole genome sequencing
Slovenia,1,0,24998067,Stimulation
Slovenia,1,4,29537977,Cell cycle
Slovenia,2,17,41008148,Computer science
Slovenia,44,107,54355233,Genetics
Slovenia,3,1,55493867,Biochemistry
Slovenia,2,0,59822182,Botany
Slovenia,9,50,60644358,Bioinformatics
Slovenia,3,0,68873052,Genetic variation
Slovenia,7,41,70721500,Computational biology
Slovenia,8,28,78458016,Evolutionary biology
Slovenia,1,3,81941488,Quantitative trait locus
Slovenia,2,5,84597430,Locus (genetics)
Slovenia,67,195,86803240,Biology
Slovenia,3,3,90132467,Phylogenetics
Slovenia,1,17,94487597,Sensory system
Slovenia,2,0,95444343,Cell biology
Slovenia,1,0,96232424,Cancer cell
Slovenia,5,39,104317684,Gene
Slovenia,1,3,105702510,Anatomy
Slovenia,8,7,105795698,Statistics
Slovenia,1,12,106208931,Genome-wide association study
Slovenia,1,0,106934330,Trait
Slovenia,1,3,119857082,Machine learning
Slovenia,1,35,121608353,Cancer
Slovenia,4,12,124101348,Data mining
Slovenia,8,14,135763542,Genotype
Slovenia,5,52,141231307,Genome
Slovenia,2,4,143065580,Mutant
Slovenia,3,3,153209595,Single-nucleotide polymorphism
Slovenia,3,4,153911025,Molecular biology
Slovenia,1,3,154945302,Artificial intelligence
Slovenia,1,1,162317418,Transcriptome
Slovenia,5,22,169760540,Neuroscience
Slovenia,1,4,170493617,Receptor
Slovenia,1,17,180747234,Cognitive psychology
Slovenia,6,11,180754005,Allele
Slovenia,4,1,189206191,Genomics
Slovenia,3,3,193252679,Phylogenetic tree
Slovenia,1,0,502942594,Cancer research
Slovenia,1,3,522805319,Electroencephalography
Slovenia,1,0,523546767,Bacteria
Slovenia,1,0,552990157,DNA
Slovenia,1,0,1491633281,Cell
Slovenia,1,0,2776460866,Pathogen
Slovenia,21,43,2908647359,Population
South Africa,14,87,7466232,Biomarker (medicine)
South Africa,16,371,8891405,Immune system
South Africa,1,10,11413529,Algorithm
South Africa,9,39,12554922,Biophysics
South Africa,5,152,15151743,Metagenomics
South Africa,3,14,15744967,Psychology
South Africa,65,567,18903297,Ecology
South Africa,13,105,24432333,Whole genome sequencing
South Africa,1,20,24998067,Stimulation
South Africa,2,1,26760741,Perception
South Africa,2,55,29537977,Cell cycle
South Africa,2,3,30481170,Chromosome
South Africa,2,77,34601148,Transcription (biology)
South Africa,13,139,41008148,Computer science
South Africa,7,64,41091548,Epigenetics
South Africa,3,32,50644808,Artificial neural network
South Africa,8,111,51679486,DNA sequencing
South Africa,321,3349,54355233,Genetics
South Africa,17,180,55493867,Biochemistry
South Africa,6,5,59822182,Botany
South Africa,155,963,60644358,Bioinformatics
South Africa,5,47,67705224,RNA
South Africa,13,232,68873052,Genetic variation
South Africa,28,609,70721500,Computational biology
South Africa,17,73,71924100,Medicine
South Africa,2,10,73555534,Cluster analysis
South Africa,21,94,78458016,Evolutionary biology
South Africa,4,0,79879829,Intracellular
South Africa,6,342,81941488,Quantitative trait locus
South Africa,5,63,83640560,Chromatin
South Africa,20,764,84597430,Locus (genetics)
South Africa,6,90,86339819,Transcription factor
South Africa,557,4855,86803240,Biology
South Africa,15,64,89423630,Microbiology
South Africa,6,46,90132467,Phylogenetics
South Africa,18,53,90856448,Zoology
South Africa,2,0,94487597,Sensory system
South Africa,19,152,95444343,Cell biology
South Africa,1,1,96232424,Cancer cell
South Africa,56,669,104317684,Gene
South Africa,3,0,105580179,Messenger RNA
South Africa,16,127,105702510,Anatomy
South Africa,6,12,105795698,Statistics
South Africa,28,888,106208931,Genome-wide association study
South Africa,7,53,106934330,Trait
South Africa,9,100,111936080,Enhancer
South Africa,9,23,119857082,Machine learning
South Africa,5,11,121608353,Cancer
South Africa,11,55,124101348,Data mining
South Africa,22,91,126322002,Internal medicine
South Africa,23,335,127716648,Phenotype
South Africa,4,54,134018914,Endocrinology
South Africa,15,74,135763542,Genotype
South Africa,48,606,141231307,Genome
South Africa,3,12,143065580,Mutant
South Africa,8,35,143121216,Microbiome
South Africa,3,0,147004232,Stimulus (physiology)
South Africa,15,91,150194340,Gene expression
South Africa,4,5,152662350,Systems biology
South Africa,10,64,153209595,Single-nucleotide polymorphism
South Africa,5,41,153911025,Molecular biology
South Africa,13,34,154945302,Artificial intelligence
South Africa,36,652,159047783,Virology
South Africa,14,46,162317418,Transcriptome
South Africa,2,0,165864922,Regulation of gene expression
South Africa,16,96,169760540,Neuroscience
South Africa,4,0,169900460,Cognition
South Africa,8,46,170493617,Receptor
South Africa,3,4,178980831,Pattern recognition
South Africa,2,0,180747234,Cognitive psychology
South Africa,11,267,180754005,Allele
South Africa,7,23,181199279,Enzyme
South Africa,2,0,184235292,Kinase
South Africa,7,28,185592680,Chemistry
South Africa,4,3,186060115,Biological system
South Africa,20,319,186413461,Genetic association
South Africa,4,373,189014844,Cell type
South Africa,22,299,189206191,Genomics
South Africa,5,20,190727270,DNA methylation
South Africa,18,49,193252679,Phylogenetic tree
South Africa,29,275,203014093,Immunology
South Africa,5,20,207001950,In vivo
South Africa,8,80,501734568,Mutation
South Africa,2,45,502942594,Cancer research
South Africa,1,20,522805319,Electroencephalography
South Africa,7,123,523546767,Bacteria
South Africa,8,95,552990157,DNA
South Africa,12,444,1491633281,Cell
South Africa,14,238,2522874641,Virus
South Africa,5,5,2776214188,Inference
South Africa,8,23,2776460866,Pathogen
South Africa,2,1,2776878037,Zebrafish
South Africa,4,4,2777904410,Software
South Africa,38,449,2779134260,Disease
South Africa,3,0,2779345533,Visual cortex
South Africa,3,29,2780104201,Drosophila melanogaster
South Africa,96,795,2908647359,Population
South Korea,7,2,7466232,Biomarker (medicine)
South Korea,18,28,8891405,Immune system
South Korea,7,27,11413529,Algorithm
South Korea,27,565,12554922,Biophysics
South Korea,8,62,15151743,Metagenomics
South Korea,13,53,15744967,Psychology
South Korea,10,45,18903297,Ecology
South Korea,21,340,24432333,Whole genome sequencing
South Korea,10,25,24998067,Stimulation
South Korea,7,1,26760741,Perception
South Korea,3,0,28328180,Stem cell
South Korea,5,10,29537977,Cell cycle
South Korea,18,95,30481170,Chromosome
South Korea,17,322,34601148,Transcription (biology)
South Korea,21,232,41008148,Computer science
South Korea,6,4,41091548,Epigenetics
South Korea,3,3,50644808,Artificial neural network
South Korea,18,5006,51679486,DNA sequencing
South Korea,457,8625,54355233,Genetics
South Korea,33,249,55493867,Biochemistry
South Korea,4,5,59822182,Botany
South Korea,239,963,60644358,Bioinformatics
South Korea,20,77,62478195,Signal transduction
South Korea,23,216,67705224,RNA
South Korea,13,4944,68873052,Genetic variation
South Korea,60,826,70721500,Computational biology
South Korea,18,310,71924100,Medicine
South Korea,9,48,73555534,Cluster analysis
South Korea,16,147,78458016,Evolutionary biology
South Korea,15,155,79879829,Intracellular
South Korea,7,798,81941488,Quantitative trait locus
South Korea,33,268,83640560,Chromatin
South Korea,36,722,84597430,Locus (genetics)
South Korea,17,96,86339819,Transcription factor
South Korea,713,10792,86803240,Biology
South Korea,19,43,89423630,Microbiology
South Korea,3,8,90132467,Phylogenetics
South Korea,6,0,90856448,Zoology
South Korea,12,0,94487597,Sensory system
South Korea,105,333,95444343,Cell biology
South Korea,12,38,96232424,Cancer cell
South Korea,17,288,98108389,CRISPR
South Korea,101,5898,104317684,Gene
South Korea,6,30,105580179,Messenger RNA
South Korea,5,44,105702510,Anatomy
South Korea,10,60,105795698,Statistics
South Korea,27,546,106208931,Genome-wide association study
South Korea,7,207,106934330,Trait
South Korea,7,27,111936080,Enhancer
South Korea,16,56,119857082,Machine learning
South Korea,53,896,121608353,Cancer
South Korea,8,56,124101348,Data mining
South Korea,32,40,126322002,Internal medicine
South Korea,23,300,127716648,Phenotype
South Korea,8,19,134018914,Endocrinology
South Korea,14,228,135763542,Genotype
South Korea,71,1227,141231307,Genome
South Korea,23,21,143065580,Mutant
South Korea,2,0,143121216,Microbiome
South Korea,14,5,147004232,Stimulus (physiology)
South Korea,30,222,150194340,Gene expression
South Korea,6,71,152662350,Systems biology
South Korea,14,20,153209595,Single-nucleotide polymorphism
South Korea,25,392,153911025,Molecular biology
South Korea,33,610,154945302,Artificial intelligence
South Korea,8,46,159047783,Virology
South Korea,38,404,162317418,Transcriptome
South Korea,9,181,165864922,Regulation of gene expression
South Korea,56,601,169760540,Neuroscience
South Korea,11,43,169900460,Cognition
South Korea,14,54,170493617,Receptor
South Korea,7,517,178980831,Pattern recognition
South Korea,13,6,180747234,Cognitive psychology
South Korea,8,68,180754005,Allele
South Korea,7,141,181199279,Enzyme
South Korea,6,0,184235292,Kinase
South Korea,22,677,185592680,Chemistry
South Korea,9,41,186060115,Biological system
South Korea,23,205,186413461,Genetic association
South Korea,6,21,189014844,Cell type
South Korea,44,5229,189206191,Genomics
South Korea,16,261,190727270,DNA methylation
South Korea,7,11,193252679,Phylogenetic tree
South Korea,15,207,203014093,Immunology
South Korea,12,45,207001950,In vivo
South Korea,19,4928,501734568,Mutation
South Korea,41,201,502942594,Cancer research
South Korea,5,13,522805319,Electroencephalography
South Korea,12,39,523546767,Bacteria
South Korea,24,168,552990157,DNA
South Korea,38,369,1491633281,Cell
South Korea,5,20,2522874641,Virus
South Korea,13,134,2776214188,Inference
South Korea,4,30,2776460866,Pathogen
South Korea,4,348,2776878037,Zebrafish
South Korea,7,143,2777904410,Software
South Korea,23,482,2779134260,Disease
South Korea,10,359,2779345533,Visual cortex
South Korea,3,2,2780104201,Drosophila melanogaster
South Korea,63,388,2908647359,Population
Spain,24,193,7466232,Biomarker (medicine)
Spain,38,435,8891405,Immune system
Spain,12,48,11413529,Algorithm
Spain,29,59,12554922,Biophysics
Spain,41,505,15151743,Metagenomics
Spain,64,823,15744967,Psychology
Spain,121,735,18903297,Ecology
Spain,31,264,24432333,Whole genome sequencing
Spain,11,25,24998067,Stimulation
Spain,18,88,26760741,Perception
Spain,16,217,28328180,Stem cell
Spain,19,105,29537977,Cell cycle
Spain,38,111,30481170,Chromosome
Spain,39,744,34601148,Transcription (biology)
Spain,74,1289,41008148,Computer science
Spain,52,862,41091548,Epigenetics
Spain,16,31,50644808,Artificial neural network
Spain,42,15223,51679486,DNA sequencing
Spain,1313,32679,54355233,Genetics
Spain,47,329,55493867,Biochemistry
Spain,27,273,59822182,Botany
Spain,608,5903,60644358,Bioinformatics
Spain,19,212,62478195,Signal transduction
Spain,60,1764,67705224,RNA
Spain,58,15681,68873052,Genetic variation
Spain,156,3415,70721500,Computational biology
Spain,39,3599,71924100,Medicine
Spain,28,168,73555534,Cluster analysis
Spain,115,2425,78458016,Evolutionary biology
Spain,14,7,79879829,Intracellular
Spain,12,1843,81941488,Quantitative trait locus
Spain,71,1576,83640560,Chromatin
Spain,97,2162,84597430,Locus (genetics)
Spain,63,796,86339819,Transcription factor
Spain,2001,39193,86803240,Biology
Spain,27,135,89423630,Microbiology
Spain,27,320,90132467,Phylogenetics
Spain,28,116,90856448,Zoology
Spain,23,260,94487597,Sensory system
Spain,228,1545,95444343,Cell biology
Spain,18,32,96232424,Cancer cell
Spain,17,204,98108389,CRISPR
Spain,385,21248,104317684,Gene
Spain,17,685,105580179,Messenger RNA
Spain,17,41,105702510,Anatomy
Spain,14,124,105795698,Statistics
Spain,81,7826,106208931,Genome-wide association study
Spain,10,1020,106934330,Trait
Spain,26,250,111936080,Enhancer
Spain,45,250,119857082,Machine learning
Spain,83,2249,121608353,Cancer
Spain,49,714,124101348,Data mining
Spain,62,474,126322002,Internal medicine
Spain,93,1503,127716648,Phenotype
Spain,28,298,134018914,Endocrinology
Spain,47,1042,135763542,Genotype
Spain,244,6314,141231307,Genome
Spain,36,97,143065580,Mutant
Spain,22,277,143121216,Microbiome
Spain,31,323,147004232,Stimulus (physiology)
Spain,97,1529,150194340,Gene expression
Spain,39,1124,152662350,Systems biology
Spain,42,1844,153209595,Single-nucleotide polymorphism
Spain,52,955,153911025,Molecular biology
Spain,106,720,154945302,Artificial intelligence
Spain,25,82,159047783,Virology
Spain,80,2829,162317418,Transcriptome
Spain,39,2582,165864922,Regulation of gene expression
Spain,142,1020,169760540,Neuroscience
Spain,69,361,169900460,Cognition
Spain,22,56,170493617,Receptor
Spain,35,367,178980831,Pattern recognition
Spain,65,631,180747234,Cognitive psychology
Spain,46,395,180754005,Allele
Spain,15,25,181199279,Enzyme
Spain,11,34,184235292,Kinase
Spain,20,338,185592680,Chemistry
Spain,22,71,186060115,Biological system
Spain,42,3768,186413461,Genetic association
Spain,43,210,189014844,Cell type
Spain,99,15659,189206191,Genomics
Spain,43,513,190727270,DNA methylation
Spain,63,423,193252679,Phylogenetic tree
Spain,27,458,203014093,Immunology
Spain,19,32,207001950,In vivo
Spain,51,15749,501734568,Mutation
Spain,49,235,502942594,Cancer research
Spain,23,162,522805319,Electroencephalography
Spain,40,375,523546767,Bacteria
Spain,50,266,552990157,DNA
Spain,65,1588,1491633281,Cell
Spain,16,57,2522874641,Virus
Spain,24,272,2776214188,Inference
Spain,16,18,2776460866,Pathogen
Spain,35,389,2776878037,Zebrafish
Spain,27,471,2777904410,Software
Spain,111,1815,2779134260,Disease
Spain,8,11,2779345533,Visual cortex
Spain,33,799,2780104201,Drosophila melanogaster
Spain,226,4214,2908647359,Population
Sri Lanka,1,0,7466232,Biomarker (medicine)
Sri Lanka,1,0,8891405,Immune system
Sri Lanka,1,0,18903297,Ecology
Sri Lanka,2,0,24432333,Whole genome sequencing
Sri Lanka,2,6,30481170,Chromosome
Sri Lanka,1,4,41008148,Computer science
Sri Lanka,17,2,54355233,Genetics
Sri Lanka,1,0,59822182,Botany
Sri Lanka,11,24,60644358,Bioinformatics
Sri Lanka,1,0,78458016,Evolutionary biology
Sri Lanka,29,94,86803240,Biology
Sri Lanka,1,0,90132467,Phylogenetics
Sri Lanka,2,0,90856448,Zoology
Sri Lanka,1,0,95444343,Cell biology
Sri Lanka,1,0,104317684,Gene
Sri Lanka,1,0,105702510,Anatomy
Sri Lanka,1,0,121608353,Cancer
Sri Lanka,1,0,126322002,Internal medicine
Sri Lanka,1,0,127716648,Phenotype
Sri Lanka,1,0,141231307,Genome
Sri Lanka,1,0,143121216,Microbiome
Sri Lanka,1,4,154945302,Artificial intelligence
Sri Lanka,3,84,159047783,Virology
Sri Lanka,1,4,178980831,Pattern recognition
Sri Lanka,1,0,193252679,Phylogenetic tree
Sri Lanka,5,78,203014093,Immunology
Sri Lanka,1,0,1491633281,Cell
Sri Lanka,1,14,2522874641,Virus
Sri Lanka,1,0,2777904410,Software
Sri Lanka,4,70,2779134260,Disease
Sri Lanka,2,0,2908647359,Population
Sudan,2,4,8891405,Immune system
Sudan,2,0,24432333,Whole genome sequencing
Sudan,1,0,30481170,Chromosome
Sudan,1,0,41008148,Computer science
Sudan,1,0,41091548,Epigenetics
Sudan,2,3,51679486,DNA sequencing
Sudan,30,22,54355233,Genetics
Sudan,15,0,60644358,Bioinformatics
Sudan,5,19,70721500,Computational biology
Sudan,3,0,71924100,Medicine
Sudan,1,6,78458016,Evolutionary biology
Sudan,46,32,86803240,Biology
Sudan,3,0,89423630,Microbiology
Sudan,11,0,104317684,Gene
Sudan,2,0,121608353,Cancer
Sudan,1,0,126322002,Internal medicine
Sudan,2,0,135763542,Genotype
Sudan,3,11,141231307,Genome
Sudan,2,9,143121216,Microbiome
Sudan,1,0,150194340,Gene expression
Sudan,11,0,153209595,Single-nucleotide polymorphism
Sudan,1,0,153911025,Molecular biology
Sudan,5,0,159047783,Virology
Sudan,1,0,180754005,Allele
Sudan,4,2,189206191,Genomics
Sudan,1,0,190727270,DNA methylation
Sudan,3,4,203014093,Immunology
Sudan,4,0,501734568,Mutation
Sudan,1,0,502942594,Cancer research
Sudan,2,3,2522874641,Virus
Sudan,3,0,2776460866,Pathogen
Sudan,3,0,2779134260,Disease
Sudan,11,17,2908647359,Population
Suriname,1,0,54355233,Genetics
Suriname,1,0,86803240,Biology
Suriname,1,0,104317684,Gene
Suriname,1,0,141231307,Genome
Sweden,28,194,7466232,Biomarker (medicine)
Sweden,62,1061,8891405,Immune system
Sweden,20,180,11413529,Algorithm
Sweden,70,308,12554922,Biophysics
Sweden,35,1027,15151743,Metagenomics
Sweden,60,1710,15744967,Psychology
Sweden,165,2578,18903297,Ecology
Sweden,37,370,24432333,Whole genome sequencing
Sweden,19,104,24998067,Stimulation
Sweden,22,15,26760741,Perception
Sweden,24,97,28328180,Stem cell
Sweden,19,94,29537977,Cell cycle
Sweden,41,381,30481170,Chromosome
Sweden,55,264,34601148,Transcription (biology)
Sweden,68,1219,41008148,Computer science
Sweden,43,1421,41091548,Epigenetics
Sweden,8,7,50644808,Artificial neural network
Sweden,54,10875,51679486,DNA sequencing
Sweden,1600,59034,54355233,Genetics
Sweden,79,729,55493867,Biochemistry
Sweden,31,408,59822182,Botany
Sweden,652,12741,60644358,Bioinformatics
Sweden,15,16,62478195,Signal transduction
Sweden,78,2085,67705224,RNA
Sweden,82,11041,68873052,Genetic variation
Sweden,181,5894,70721500,Computational biology
Sweden,50,3697,71924100,Medicine
Sweden,19,1200,73555534,Cluster analysis
Sweden,173,3885,78458016,Evolutionary biology
Sweden,15,37,79879829,Intracellular
Sweden,45,6628,81941488,Quantitative trait locus
Sweden,67,1117,83640560,Chromatin
Sweden,170,9254,84597430,Locus (genetics)
Sweden,83,1160,86339819,Transcription factor
Sweden,2414,71691,86803240,Biology
Sweden,27,212,89423630,Microbiology
Sweden,36,1396,90132467,Phylogenetics
Sweden,47,306,90856448,Zoology
Sweden,32,580,94487597,Sensory system
Sweden,292,6365,95444343,Cell biology
Sweden,20,77,96232424,Cancer cell
Sweden,14,219,98108389,CRISPR
Sweden,375,23133,104317684,Gene
Sweden,22,795,105580179,Messenger RNA
Sweden,19,84,105702510,Anatomy
Sweden,29,446,105795698,Statistics
Sweden,149,19508,106208931,Genome-wide association study
Sweden,38,784,106934330,Trait
Sweden,20,78,111936080,Enhancer
Sweden,38,282,119857082,Machine learning
Sweden,53,684,121608353,Cancer
Sweden,43,518,124101348,Data mining
Sweden,102,1497,126322002,Internal medicine
Sweden,110,2130,127716648,Phenotype
Sweden,49,732,134018914,Endocrinology
Sweden,65,2757,135763542,Genotype
Sweden,285,6054,141231307,Genome
Sweden,49,269,143065580,Mutant
Sweden,20,852,143121216,Microbiome
Sweden,41,102,147004232,Stimulus (physiology)
Sweden,101,1599,150194340,Gene expression
Sweden,25,494,152662350,Systems biology
Sweden,78,4466,153209595,Single-nucleotide polymorphism
Sweden,65,1437,153911025,Molecular biology
Sweden,82,860,154945302,Artificial intelligence
Sweden,34,269,159047783,Virology
Sweden,138,8576,162317418,Transcriptome
Sweden,48,2586,165864922,Regulation of gene expression
Sweden,140,8484,169760540,Neuroscience
Sweden,38,539,169900460,Cognition
Sweden,40,95,170493617,Receptor
Sweden,26,176,178980831,Pattern recognition
Sweden,36,413,180747234,Cognitive psychology
Sweden,80,2301,180754005,Allele
Sweden,22,77,181199279,Enzyme
Sweden,20,27,184235292,Kinase
Sweden,44,1261,185592680,Chemistry
Sweden,16,31,186060115,Biological system
Sweden,92,7394,186413461,Genetic association
Sweden,78,10229,189014844,Cell type
Sweden,144,12136,189206191,Genomics
Sweden,33,1440,190727270,DNA methylation
Sweden,73,747,193252679,Phylogenetic tree
Sweden,41,1135,203014093,Immunology
Sweden,33,205,207001950,In vivo
Sweden,52,10327,501734568,Mutation
Sweden,66,472,502942594,Cancer research
Sweden,13,543,522805319,Electroencephalography
Sweden,35,138,523546767,Bacteria
Sweden,72,1005,552990157,DNA
Sweden,132,9740,1491633281,Cell
Sweden,27,302,2522874641,Virus
Sweden,37,1660,2776214188,Inference
Sweden,8,25,2776460866,Pathogen
Sweden,22,32,2776878037,Zebrafish
Sweden,40,1208,2777904410,Software
Sweden,83,1609,2779134260,Disease
Sweden,11,50,2779345533,Visual cortex
Sweden,15,94,2780104201,Drosophila melanogaster
Sweden,340,7555,2908647359,Population
Switzerland,18,148,7466232,Biomarker (medicine)
Switzerland,78,1631,8891405,Immune system
Switzerland,27,353,11413529,Algorithm
Switzerland,102,542,12554922,Biophysics
Switzerland,42,5708,15151743,Metagenomics
Switzerland,86,2873,15744967,Psychology
Switzerland,252,5102,18903297,Ecology
Switzerland,46,980,24432333,Whole genome sequencing
Switzerland,30,142,24998067,Stimulation
Switzerland,51,614,26760741,Perception
Switzerland,28,329,28328180,Stem cell
Switzerland,38,170,29537977,Cell cycle
Switzerland,58,391,30481170,Chromosome
Switzerland,55,1749,34601148,Transcription (biology)
Switzerland,104,3925,41008148,Computer science
Switzerland,45,1519,41091548,Epigenetics
Switzerland,13,207,50644808,Artificial neural network
Switzerland,50,730,51679486,DNA sequencing
Switzerland,2296,50832,54355233,Genetics
Switzerland,103,1763,55493867,Biochemistry
Switzerland,60,1123,59822182,Botany
Switzerland,929,17754,60644358,Bioinformatics
Switzerland,25,378,62478195,Signal transduction
Switzerland,73,1071,67705224,RNA
Switzerland,104,3679,68873052,Genetic variation
Switzerland,243,13555,70721500,Computational biology
Switzerland,53,3941,71924100,Medicine
Switzerland,30,839,73555534,Cluster analysis
Switzerland,239,5883,78458016,Evolutionary biology
Switzerland,42,206,79879829,Intracellular
Switzerland,51,6307,81941488,Quantitative trait locus
Switzerland,71,1122,83640560,Chromatin
Switzerland,163,4405,84597430,Locus (genetics)
Switzerland,109,2027,86339819,Transcription factor
Switzerland,3546,71537,86803240,Biology
Switzerland,67,768,89423630,Microbiology
Switzerland,44,1352,90132467,Phylogenetics
Switzerland,46,517,90856448,Zoology
Switzerland,74,1196,94487597,Sensory system
Switzerland,499,5889,95444343,Cell biology
Switzerland,27,738,96232424,Cancer cell
Switzerland,38,465,98108389,CRISPR
Switzerland,470,10650,104317684,Gene
Switzerland,37,370,105580179,Messenger RNA
Switzerland,36,933,105702510,Anatomy
Switzerland,40,471,105795698,Statistics
Switzerland,82,14076,106208931,Genome-wide association study
Switzerland,66,3198,106934330,Trait
Switzerland,34,412,111936080,Enhancer
Switzerland,53,700,119857082,Machine learning
Switzerland,85,2084,121608353,Cancer
Switzerland,73,3991,124101348,Data mining
Switzerland,65,1040,126322002,Internal medicine
Switzerland,143,3298,127716648,Phenotype
Switzerland,32,306,134018914,Endocrinology
Switzerland,61,2848,135763542,Genotype
Switzerland,347,8217,141231307,Genome
Switzerland,91,783,143065580,Mutant
Switzerland,30,528,143121216,Microbiome
Switzerland,100,864,147004232,Stimulus (physiology)
Switzerland,141,3076,150194340,Gene expression
Switzerland,47,650,152662350,Systems biology
Switzerland,63,2907,153209595,Single-nucleotide polymorphism
Switzerland,97,2793,153911025,Molecular biology
Switzerland,166,2076,154945302,Artificial intelligence
Switzerland,53,668,159047783,Virology
Switzerland,127,2055,162317418,Transcriptome
Switzerland,52,2928,165864922,Regulation of gene expression
Switzerland,326,3459,169760540,Neuroscience
Switzerland,63,400,169900460,Cognition
Switzerland,59,745,170493617,Receptor
Switzerland,62,1063,178980831,Pattern recognition
Switzerland,99,1914,180747234,Cognitive psychology
Switzerland,93,2764,180754005,Allele
Switzerland,34,197,181199279,Enzyme
Switzerland,44,227,184235292,Kinase
Switzerland,42,446,185592680,Chemistry
Switzerland,48,369,186060115,Biological system
Switzerland,55,5366,186413461,Genetic association
Switzerland,46,2312,189014844,Cell type
Switzerland,160,10193,189206191,Genomics
Switzerland,35,837,190727270,DNA methylation
Switzerland,104,1708,193252679,Phylogenetic tree
Switzerland,42,826,203014093,Immunology
Switzerland,58,587,207001950,In vivo
Switzerland,105,1799,501734568,Mutation
Switzerland,70,554,502942594,Cancer research
Switzerland,68,1154,522805319,Electroencephalography
Switzerland,70,1350,523546767,Bacteria
Switzerland,97,1840,552990157,DNA
Switzerland,156,3099,1491633281,Cell
Switzerland,34,469,2522874641,Virus
Switzerland,78,2900,2776214188,Inference
Switzerland,57,900,2776460866,Pathogen
Switzerland,53,444,2776878037,Zebrafish
Switzerland,69,3387,2777904410,Software
Switzerland,95,3234,2779134260,Disease
Switzerland,30,255,2779345533,Visual cortex
Switzerland,46,964,2780104201,Drosophila melanogaster
Switzerland,454,12049,2908647359,Population
Taiwan,3,4,7466232,Biomarker (medicine)
Taiwan,6,1,8891405,Immune system
Taiwan,21,108,12554922,Biophysics
Taiwan,7,60,15744967,Psychology
Taiwan,16,110,18903297,Ecology
Taiwan,7,259,24432333,Whole genome sequencing
Taiwan,4,0,24998067,Stimulation
Taiwan,4,2,26760741,Perception
Taiwan,3,71,28328180,Stem cell
Taiwan,4,0,29537977,Cell cycle
Taiwan,7,171,30481170,Chromosome
Taiwan,7,0,34601148,Transcription (biology)
Taiwan,7,75,41008148,Computer science
Taiwan,5,6,41091548,Epigenetics
Taiwan,4,24,50644808,Artificial neural network
Taiwan,7,7,51679486,DNA sequencing
Taiwan,272,1105,54355233,Genetics
Taiwan,20,302,55493867,Biochemistry
Taiwan,6,20,59822182,Botany
Taiwan,118,241,60644358,Bioinformatics
Taiwan,5,0,62478195,Signal transduction
Taiwan,13,80,67705224,RNA
Taiwan,1,31,68873052,Genetic variation
Taiwan,26,271,70721500,Computational biology
Taiwan,11,53,71924100,Medicine
Taiwan,3,30,73555534,Cluster analysis
Taiwan,14,236,78458016,Evolutionary biology
Taiwan,7,0,79879829,Intracellular
Taiwan,3,0,81941488,Quantitative trait locus
Taiwan,8,13,83640560,Chromatin
Taiwan,12,175,84597430,Locus (genetics)
Taiwan,18,22,86339819,Transcription factor
Taiwan,407,1782,86803240,Biology
Taiwan,7,0,89423630,Microbiology
