name,id,level,parents,children
Family tree,80429922,2,53553401|114614502,
RRNA processing,2909932675,5,183873130|88478588,
Branta leucopsis,2910867933,3,2781126499|518008717|2908647359,
Hyacinth,2780157541,2,31903555|6557445|144027150,""
Wildlife tourism,2776212654,4,147366489|151807755,
Memory retention,2909211665,3,169900460,
Atmospheric oxygen,2992417270,3,540031477,""
Serine Protease Inhibitors,2910004421,5,2777807008,
FKBP5,78150878,5,59493245,
Eye growth,2992975482,5,2781135284,
High flux,2993437755,3,195019429,
Tetranychus cinnabarinus,2908950302,4,2779248279,
Archaeological evidence,2994278484,2,166957645|2549261|195244886,
Human safety,2984612746,2,,
Contact number,2992479305,2,31258907,
Scarabaeoidea,2776956118,3,2779999365,2780823761
Heterodera,2778364763,3,2780597408|2778830712,2779553229
3D bioprinting,2779718196,4,49892992|108586683,
Oxidative decarboxylation,2779634684,3,161790260|181199279,
Cimex lectularius,2908924393,3,2778908745,""
Laminopathy,2776332651,5,2780654407,
Correlative microscopy,2992522994,3,93877712|2776800370|91881484|147080431,
Voice pitch,2993994893,2,24890656|28490314|548259974,
Probabilistic atlas,2985328658,4,143409427,
Trapezoid body,2776178378,4,529278444|551621295,""
Arabic numerals,82054205,2,94375191|125565743|204321447,
Bacterial conjugation,103244968,4,22744801|547475151,""
Platanus occidentalis,2911071457,2,18903297|59822182|144027150,
Trace conditioning,2991892662,5,16837860,
Decapping,2778585814,4,67705224|105580179,2910607882
Clinafloxacin,2776844549,5,2778512257|176947019,
Central function,2992495478,2,95444343,
Central carbon metabolism,2992326274,5,20251656,
Nanodevice,2909374376,2,49040817|171250308|115704247,
Sarcophagus,2779676171,2,166957645|195244886|153349607,
GCLM,2781173740,4,2776151105|2778004101|48349386|538909803|104292427|175114707,""
Imazapic,2779575946,4,147273371,
Virilization,2776631543,5,539436888|2777911890,
GATA1,192196715,5,201750760,
Fire ant,2780506884,3,555293320|2780653484|97467695,2777764310
Eye muscles,2911018255,2,141071460|169760540|105702510,
European rabbit,2910927064,3,2908647359,
Medial gastrocnemius,2994443447,3,555293320,2780260783
Correlational analysis,2992623553,2,138496976|77805123|70410870,
Drosophila suzukii,2777965303,5,2777379243,
Marshalling,206019424,3,2779600286,""
Personal history,2993808953,3,555293320,
Orgyia pseudotsugata,2777045639,5,2777212814,
Fetal sex,2992184370,5,46973012,
Species flock,2780060746,4,90132467|193252679,""
Apremilast,2781427535,5,2777575956,
AM251,2776158853,5,2778938600|2776885963|2780871563|46721173|148001335,
Translational bioinformatics,163293594,5,162317418|105176652|80311884|152662350|95371953|192989942|140556311,
Mouse Heart,2910927429,3,555293320,
Fur seal,2778799465,2,90856448|18903297|505870484,2909886852
Cranial vault,24543465,3,2779300802,""
Leptin Deficiency,2910394502,5,2780613262,
Cellular polarity,2911088971,4,49353375,
High forest,2778625682,3,28631016,
Retinal implant,158383150,5,2781114197,
Numerical classification,2993288690,2,18903297|59822182,
Optimal tuning,2985204475,4,47116090,
(Hydroxyethyl)methacrylate,2778140322,5,"",
Mycelial cord,18103843,3,133479454|90080823,""
BROWN NORWAY,2910599447,3,555293320,
Sitosterolemia,2778466976,5,2778718757,
Fundamental difference,2994559080,2,,
Auxin signaling,2910143656,5,2775988993|2779491563,
Maxillary central incisor,159824338,2,29694066|141071460|199343813,2911043746
WD40 repeat,2780622448,3,104317684,""
Drosophila hydei,2778911891,4,30481170,
Food vacuole,2777092094,5,2778371730|102568950,
Repressor lexA,413212,5,2993175405|158448853|134935766,
Codimension,83979697,2,126794175|202444582|125565743,
Kappa index,2993964494,3,2778724333,
Active matter,2775993382,2,54355233|42360764|95444343,
Attention deficits,2910073837,3,169900460,
Cardamine,2776118540,3,2775943906,""
Stream network,2992015033,3,126645576|150547873|42090638,
Streptomyces tsukubaensis,2776048202,5,2909675724,
Sample plot,2992689208,2,18903297|97137747|59822182,
Peptidoglycan synthesis,2911160882,4,2776634448|547475151,""
Otomycosis,2777224922,2,16005928|141071460|142724271,
Random pattern,2985770003,2,,
Type locality,2777461261,2,90856448|18903297|151730666,
P50,98270193,3,555293320|104317684,2779705967
Sea spray,20060382,3,2779345167,
Food level,2992164659,3,2779600286,
Chromatin Fiber,2909671867,5,84772758,
Viral fitness,2994213735,4,501734568|143065580|140704245,
Elicitin,2776967154,5,2776460866|2780100698,
Muconic acid,2776234857,4,2780026642|77411442,""
Yield gain,2992823534,3,118518473|137580998,
Solitary tract,2780838160,4,170493617|529278444|551621295,2908597719
Barbarian,2778716849,2,74916050|195244886|15708023,
Additional research,2991950422,2,,
Modern physics,65776647,2,111472728|33332235|62520636,
Nonlinear structure,2984965274,3,158622935,
Onboard camera,2778217040,2,79403827|44154836|31972630,
Social avoidance,2991701471,5,2777545354,
Abscopal effect,2781274730,5,509974204|2777701055,
ALCAM,2780456743,3,1491633281|104317684,""
Countermovement,2777809406,3,555293320|2781054738|2778820510|2780695682,
Single cell sequencing,174749747,5,16671776|106337198,
Calibration and validation,2992269886,3,165838908,
Metschnikowia pulcherrima,2776884089,5,2778447961,
Visual axis,2992608755,2,118487528|141071460|120665830,
Approximate equation,2994197027,2,57879066|134306372|74650414,
Capsella,2779389107,2,6557445|59822182|144027150,2779410188
Survival ratio,2993203981,2,59822182|144027150,
Sprint training,2908869572,4,2776868573,
Cerebrospinal fluid flow,2910308786,4,2778134817|143409427|2779651940,
Human stress,2994249721,2,,
Lytic Phase,2910483829,4,2781375147,
Dihydrocapsaicin,2777398116,4,2780051329,""
Human Phenotype Ontology,2780085675,4,127716648|166724064|2779134260,
Covariance model,2994084982,4,178650346,
Infection dynamics,2992448472,4,2779134260,""
Balance disorders,2909350785,3,190041318,
Molecular physiology,2993567461,3,555293320|104317684,
Screening assay,2994181524,2,153911025|55493867|203014093,
Central node,2909043339,2,79403827|31258907|120314980,
3d microscopy,2993062061,3,147080431,
Logical consistency,2985082344,2,111472728,
Cell cluster,2909127785,3,1491633281|130967087,
Activity measurement,2993922126,2,55493867,
Appendicular skeleton,2780359839,2,141071460|105702510|142724271,
Protein diversity,2994400922,5,36823959,
Call rate,2993211818,2,54355233|31258907,
Positivity effect,2780257237,5,2992348983,
Dissipative dynamical systems,2994328184,3,79379906|164380108|99692599,
Centrum semiovale,2779673634,5,2781192897,
Statistical complexity,2994209358,2,11413529|121864883|62520636,
Polyadenylation site,2993284508,5,142575336|36823959,
Dismutase,2778248901,5,2775838275|2778979269,
c-Raf,99405784,5,75217442|90934575,
Plasma exposure,2988591785,4,82706917,
Induced stress,2994006118,2,159985019,
Non-allelic homologous recombination,82040048,5,101434241,
Tactical air navigation system,116950012,4,"",""
Rhinal cortex,2777715688,5,2780715579|2781099131,
Multidimensional assessment,2993063950,3,555293320,
Columnar Cell,2910118542,4,529295009,""
Transpiration stream,66957883,4,157517311,
Solar powered,2985199253,4,"",""
Acoustic signature,2776558392,2,24890656|146978453|120665830,
Cymbopogon flexuosus,2776049500,3,2777278459,
Exoskeleton robot,2985334398,3,2778818304|90509273|2989316616|146549078,""
Excoecaria agallocha,2780496389,3,68874143,""
Consensus method,2993828173,2,11413529,
CD74,119997001,5,170627219|2778814158,
Cell culture model,2993501246,3,555293320|81885089|1491633281|202751555,
Sequence structure,2992499519,2,54355233|70721500|60644358,
MCM10,2777437345,5,29537977,
Tariquidar,2778670076,5,2778707650|2778402981,
Chitin binding,2908532243,4,2780778831,
Brachyspira pilosicoli,2779110360,4,2777264056|2779134260,2777545936
Bacteria identification,2992867841,4,114851261,
Global developmental delay,2779674439,4,127716648,
Excessive drinking,2911058176,3,555293320|2781066024,
Transistor array,170523978,4,172385210,""
Pipefish,2778374507,2,90856448|18903297|505870484,""
Major vault protein,2778934599,5,75934600,
Ethanol ingestion,2992471518,4,193230392|29730261,""
Rhodocyclaceae,2780015719,5,197011783,
Atherosclerosis Risk in Communities,2776210653,4,107130276|518460624|2779134260|2780074459|72563966|50440223,""
Hayflick limit,36759921,5,177336024,
Prospective evaluation,2994423944,3,555293320,
Commit,153180980,2,199539241|77805123|77088390,""
Fear of movement,2991872957,4,112143881|2780907711,
Spatial frequency analysis,2993059800,3,100921725,
Channel modulation,2992186658,3,156996364|54956558,
Sulfhydryl oxidase,2908952294,3,27256138|181199279,
Helpline,2779690104,2,159110408|118552586|512399662,
Enteric fermentation,2778595733,4,2776208129,
Abstract knowledge,2994411578,2,,
Pentadecanoic acid,2778084480,4,543025807,
Constant flow,2993103352,3,75673492,
Nerve activity,2992235467,4,24998067,
Breeding pair,2779124185,3,185933670|174763830|2908647359,
Cloud resources,2983112351,3,79974875,
Virus genetics,2910108978,4,2779134260,
Generation process,2992190869,2,,
Staphylococcus schleiferi,2776112394,5,2779288629,
Extracellular acidification,2993067564,5,20251656,
Oak woodlands,2994568607,3,548217200|203174812|185933670,
Allantoinase,2776163024,5,96942376,
Granger causality analysis,2984396727,4,129824826,
Inverse Association,2910490842,4,121608353|107130276|2779134260|44249647,
Daisy chain,59014099,2,9390403|24326235|119599485,
Skin sensitivity,2909625669,2,141071460|203014093|142724271,""
Cellular organization,2992725400,3,1491633281,
Acoustic frequency,2992678859,2,24890656|24326235|120665830,
Paratransgenesis,2780392488,5,2781375639,
Construct (philosophy),170879859,2,111472728|77805123|62520636,
Urban warming,2993258285,3,54005896|39853841|132651083|2983363897,
Starch analysis,2776913384,3,2780618852|529335014,
Partial failure,2993514383,2,,
Cellular dynamics,2992957897,3,1491633281,
Calponin homology domain,2778924813,5,2781122658,
Intralocus sexual conflict,2776852026,4,127716648|141231307|180754005|68873052|2779157341,2776753467
Nose poke,2993218762,4,163270606,
Neuron morphology,2993803590,3,111330293|2778794669,
Auxiliary particle filter,52483021,5,79334102,
Distance error,2994477753,2,11413529|44154836|31972630,
Immune disorder,2780732581,4,2779134260,
Diatraea,2776491666,5,"",
Embryonic brain,2910910318,4,145103041|529278444,
Beverage consumption,2993201403,4,511355011,
HIV Coinfection,2910693993,4,2776408679|2992351337|2776455275|2779134260|2777813720|2781069245,
Predictive learning,2780235638,2,119857082|180747234|154945302,
Litopenaeus,2777013287,3,2776841996,2779321494
Muscular weakness,2911188599,4,2779134260,
Immune complex formation,2909200558,4,2779134260|2778474638,
Plectosphaerella cucumerina,2911166125,5,2775988993|2776460866|2779491563,
Anaplasma ovis,2909158028,4,107130276|2777479583,""
ANK3,2778133558,5,153209595|186413461,
Anaesthetic Agent,2908623121,2,42219234|141071460|177713679,
Augment,2779070825,2,41895202,""
Dopamine transport,2910014339,5,137183658|2780062018|2776219046,
Viral genomes,2911008196,4,67705224|141231307,""
Brassicales,2780548276,5,2775988993,
Cyprinodon,2776588772,2,90856448|18903297|505870484,""
Hierarchy of evidence,2780365064,4,168563851|19648533,
Interaction dynamics,2992435064,2,,
Sperm activation,2910348470,4,2777632594,
Level data,2992051059,2,,
Mathematical definition,2993354736,2,11413529,
Nanoarchaeum equitans,2780041945,4,141231307|550995028,""
Group coordination,2989215922,2,77805123|44154836,
NADPH Cytochrome P450 Oxidoreductase,2910995249,5,87644729|526171541,
Harringtonine,2910116516,4,2778461978,""
Causal pathways,2909882670,3,555293320,
Backdoor,2781045450,2,38652104|111919701,
Tendon cell,2781328361,3,1491633281|202751555|2780105995,2910468366
Boechera,2778492045,5,143191323|2779491563,
Functional evolution,2991852321,3,104317684,
Cortical model,2993187263,3,50644808,
Rock hyrax,2780346218,2,90856448|18903297|151730666,""
Nardus,2778600212,2,18903297|59822182|144027150,""
Isobaric labeling,184185385,5,80311884|202157981,
Random positioning machine,2780159980,4,150194340|142669718,
Immune Factors,2910860376,4,2779134260,
Serial interval,31567460,5,116675565,
Spin magnetic moment,103829212,5,169852918,
Tetrahedral molecular geometry,127709339,3,85551212|115624301|181819025|32909587|544153396|145148216,
Invariant object recognition,2983557025,4,"",
Methylarginine,2778000236,5,2777622882,
Viral Receptor,2909266296,4,170493617,
Cytoplasmic protein,2992658610,4,190062978,""
C4A,90630246,3,104317684,
Spine morphology,2993675966,5,174884520|112592302,
Skull bone,2908687512,3,2779300802,
Artificial fertilization,2910203288,3,88972607,
Mycobacterium peregrinum,2776700428,5,2780374374,
Wavelet filter bank,2988318118,5,46286280,
Preconscious,128061179,3,115786838,
Genetic Crosses,2910225305,4,501734568|127716648|143065580|30481170|180754005|84597430,
Lagging,2776962539,2,105795698|142724271,""
Context learning,2993723077,2,119857082|19417346,
Critical function,2992228406,2,54355233|153911025|95444343,
Pentalonia nigronervosa,2779138468,5,2777378360|2776385806,
Language complexity,2780268315,2,41895202|46312422|204321447,
Thymus transplantation,2780935858,4,172680121|2911091166,
Confluency,176805009,3,81885089|1491633281|202751555,
Device tracking,2991918552,2,9390403|79403827|31972630,
Robust coding,2986415020,3,179518139|156996364|97970142|40827391,
Wisdom of the crowd,2777360222,2,136764020|124101348|2522767166,
Vesicle tethering,2909464803,5,119062480|175969161,
High critical temperature,2994358397,3,54101563,
Non-sinusoidal waveform,69607680,3,197424946|165801399,
Human density,2993606020,4,199733313,
Dna hairpin,2994565674,3,32909587|552990157,
Substrate Interaction,2908581085,3,119924469|181199279,
Fisher model,2992549962,3,2777667586,
Transfer mode,2994358584,2,9390403|31258907|119599485,
Relational similarity,2993096296,3,521332185,
Drug study,2909604052,3,555293320|2780035454,
Multi layer network,2985557970,2,76155785|31258907|120314980,
Dosage compensation complex,2909274368,5,2908542605|94966510|35158069|165864922|29512474,
Nibrin,2778140032,5,2777607303|2779486608|151913843|134935766|29512474|140752955,
Horopter,116572570,3,68537008|121958486,
Journal Impact Factors,2910166198,5,2778805511,
Dirigent protein,2778524316,4,2778193312|40767141|553450214|181647583,
ParaHox,78232142,5,121587040|111039654,
Oceanites oceanicus,2908843388,3,105306849|2777981335,""
Response vector,2993586956,2,11413529|105795698|149782125,
Biological information processing,2992382374,3,87868495,
Epitranscriptomics,2777847897,5,162317418|91965660,
Streptopelia,2776352690,4,109703566,""
Encumbrance,112525258,2,199539241,
Asparagopsis taxiformis,2778777570,4,,
ExPASy,175260984,3,515207424|2777904410|104317684,
Protocalliphora,2776110101,4,2778207175,""
Mass segmentation,2994260543,5,530470458|65885262,
Hymenoclea salsola,2910821817,3,183688256|24461792|2777924240|172427765,
Exponential form,2992454194,2,134306372,
Mitochondrial unfolded protein response,2909702667,5,2991803497|139447449,
Oikopleura,2776682916,3,108469399|158836135,2910554807
Chandelier cell,2779951235,5,2778437258|2908864174|119062480|2779177108|2779296341|141547260,
Reaction step,2777131507,3,161790260,
Heart rhythm disorders,2908587866,3,555293320,
Protein particles,2992853117,3,102725377,
Finish line,2994002304,2,,
Separation time,2991764486,2,43617362|115704247,
Protein cluster,2992610936,3,130967087,
Entamoeba coli,2779812248,4,2777364306|2780626423,2910051016|2778322063
Interpersonal touch,2992205329,3,164850336,
Force profile,2994361079,2,78519656|44154836|133731056,
Tree inventory,2776565828,3,2982913853,
Fiber geometry,2992499868,3,519885992|194232370,
Cone cell,2779107443,4,2777093970|2780827179,
Charadrius,2780911997,3,185933670|174763830,2779800195
Pharmaceutical drug,2779535233,3,555293320|2780035454,
Optical probing,2989559051,3,520434653,
Methylophilaceae,2781028671,4,42062724|81407943,""
Myosin IIA,2910099337,4,142669718|125705527,""
Medusozoa,2777333597,5,2780021116|2776920260,
Chloroplast stroma,2911206396,5,101692577,
OCRL,2778809580,5,2777427919,
Small set,2776171476,2,11413529|119857082|126794175,
Pinus greggii,2781151749,2,97137747|59822182|144027150,
Sand lizard,2910347850,3,185933670|2910486459|2777871726,
Disease Ontology,2776381358,4,166724064|2779134260,
South Pacific Gyre,2777439998,4,30380174,
Identification (information),78646695,2,9390403|31258907|77088390,
Sequence graph,2992271383,3,132525143,
Disease Response,2910564800,4,2779134260,
Experimental forest,2778904170,2,37037264|18903297|97137747,""
Prionailurus bengalensis,2910499715,3,2779904517|2776243061|185933670,""
Plasmid partitioning,2909647383,5,2993175405,
Oil immersion,177634673,3,2779600286,
ZW10,2781234375,5,70278784|2778354886|106987784|63491729|29537977|192838845,
TGF beta Activation,2781011060,5,195687474|2778229498,
Biophony,153008328,3,142795923|185933670,
Nonparametric bayesian methods,2994317231,4,2987337328|177769412|2781280628|2986437159,
Phosphoglyceride,2909333660,4,2778918659|543025807,
Hyperbolic coordinates,55862258,5,"",
Heart Rate Determination,2910872403,5,2777953023,
Older Populations,2909736762,3,555293320|2908647359,
GREB1,2776061980,5,530470458|2777164284,
Kaede,2777294040,3,91881484,""
Oxymonadida,2910036466,4,43144210|2778330419|193252679|90132467,
Lysis buffer,190431759,3,57409179|552990157,
Metadatabase,2781122304,3,93518851,
Phenoptosis,2777919221,5,"",
Facial pattern,2993564411,4,177432677,
Formatted text,97088703,2,136764020|23123220|204321447,
Kennel cough,2777301484,4,2776178081|2779134260|2777107318,
IKBKG,35503975,5,36823959,
Filtering rules,2982727410,3,106131492,
H2 metabolism,2910462677,4,79115784|62231903,
Panicum mosaic virus,2779756470,5,2909818020,
Factor regression model,93698799,5,32224588,
Origin of transfer,160384405,4,22744801|547475151,""
Arthritis pain,2910496256,5,2777077863,
Drug adverse effect,2909011632,4,197934379,
Geniohyoid,2909453318,5,"",
BMP signaling pathway,2911073237,4,170493617|31507581,
Programmed Cell Death Protein 4,2909507223,5,179185449|41282012|31573885,
GDF10,3767736,5,125349252,
Phototrophic Growth,2908731703,4,197322856,
Antigenic distance,2994003085,5,82988372,
Class (biology),39431504,2,145420912|19417346|509550671,
New crop,2994102914,3,118518473|137580998,
Germ cell proliferation,2909950053,5,123765429,
Forward primer,2908660478,4,49105822,
Trombiculiasis,2908977559,4,2779316114,
Electrode Grid,2908895380,4,555008776,
Viral sequence,2992427865,4,67705224|141231307,
Staphylococcal protein,2992057556,4,2779000548|2779489039,""
Cross prediction,2993690564,2,54355233|6557445|59822182,
Varicella Zoster Infection,2911173129,4,2776159415,
Comb jelly,2911007614,4,2780404116,
Undervirilization,2776624406,5,539436888|2777911890|53226629,
Apteronotus,2779879188,5,80161118,
Data virtualization,80344994,4,513985346,""
Maximum cost,2994044038,2,11413529|126255220|21547014,
Rigosertib,2780646339,5,2780817109,
Neon color spreading,2776194518,4,139793654,
Lepus granatensis,2909319743,3,123588078,
Linepithema,2777573859,3,173651095|2780653484|97467695|136020623,""
Huntingtin-interacting protein 1,2779612912,5,28005876|94966510,
Topoisomer,99802081,5,158456008|147897179,
Genomic technology,2993316807,4,141231307|2779134260|189206191,
Photoreceptor protein,29316995,5,202033177,
Cacao tree,2908894445,3,2780816236,
Probabilistic causation,177694709,3,166151441|49937458|197589188,
Olearia,2777709358,2,18903297|59822182|15708023,
Tethered particle motion,2777134636,3,32909587|552990157,
Candidatus Arthromitus,2779301966,5,94562577,
Mice brain,2992215280,3,555293320,
Trochodendron aralioides,2780515756,5,2778266490,
Ironwood,2779147738,3,555293320,""
Animal migration,66444400,3,185933670|2908647359,
Peak analysis,2992124230,2,115704247,
Left parietal lobe,2910694806,5,2778180168,
Largidae,2780564363,4,"",""
Cyanistes,2775993993,3,2776757307|174763830|2908647359,
Archaellum,2908659827,5,38117629|174832134,
Unified neutral theory of biodiversity,113535899,4,1570309,
Carbamoyl phosphate synthetase I,2779866378,5,77061444,
PRSS2,2780096359,5,2776737053,
ITGA6,105464187,5,195687474,
Fire salamander,2781076587,3,2908647359|173758957|185933670|2779058063,""
Holosporaceae,2781000493,5,2781092707|2779134900,
Doggerland,2780502040,4,140345934,
Euarchonta,2777358662,5,44465124,
Mouse Islets,2910975397,5,2993419502|165220095,
Endosomal transport,2909904815,5,28005876|102747710,
NPR2,3156946,5,2775915353|2778069365,
Web modeling,130436687,3,35578498|21959979|110875604,196126337
DPHP,2777339502,4,2780026642|77411442|2776588719,
HSPA9,83713313,5,146033667,
Skin morphogenesis,2909009877,4,40692019,
PPARGC1B,116153178,5,127078168|187345961|63932345|77445288,
Spinal pathway,2909361061,4,24998067|83974742,
Golgi Targeting,2909214752,5,119062480,
Animal trypanosomiasis,2780049867,5,2778792689,
Sphaerulina,2779219642,2,18903297|59822182|144027150,
Normal length,2993882927,2,141071460|105702510,
Straight gyrus,2777360692,5,2779727114|2776559556,
Frankia alni,2780319355,5,126574351,
Degradative enzyme,2776146752,3,150322381|181199279,
MAPK7,138227536,5,42362537|101544691|180361614|90934575,
Mitotic spindle assembly,2908932772,5,29537977|192838845,
Axon extension,2909649908,5,135903288,
Personal genomic,2992576383,5,2780673598,
MRNA maturation,2910422081,4,150194340|67705224|105580179|54458228|34601148,
Minor spliceosome,60542250,5,36823959,
Unit of alcohol,139162783,3,555293320|2781066024,""
Visual sensory,2910583245,3,94487597,
Phospholipase D activity,2910221069,5,2776330855,
Dehaene–Changeux model,92218134,3,147004232|186720457|169900460|26760741,
Nucleotide frequency,2992583839,4,141231307|512185932|51679486,
Gene Arrangements,2909013334,4,30481170|141231307|24586158,""
RNA molecule,2910131584,4,67705224|512185932,
Cyprodime,2780530677,5,2778938600|2776885963|2781063702,
Jaltomata,2779667542,3,2781083041|2778761015,
KIF4A,2780608166,5,59006786,
Pyralis,2781252849,5,111335760,
Solenodon,2780689059,4,175406946|2778656340,""
Blood units,2909699947,4,2780014101,
Musculoskeletal regeneration,2909908939,4,49892992|198826908|28328180,
Slit sensilla,2777456786,4,170493617,
AIDSVAX,2776352223,5,2778190748|2780441014,
Blood vessel remodeling,2909461323,5,2780394083,
Transcriptionally active chromatin,2908994003,5,84772758,
Athrotaxis cupressoides,2779253381,5,"",
Multisystem proteinopathy,2777922207,5,2780596555|2777300911,
Sapelovirus,2909185397,5,2778009244,
Disease Pathway,2909366272,4,2779134260,
Carbon dioxide receptors,2910725214,5,162317418|103247709|201419926,
Gila robusta,2910178660,4,2776802867,""
Stimming,2778800548,3,205778803,
Progressive muscle weakness,2909793673,4,2779134260,
Kinixys homeana,2910832909,5,2910412440,
CEP164,2780135751,5,48342290,
Thermoplasmata,2781355283,5,2778660952|2779258044|2776353733,
Xenacoelomorpha,2779477427,5,2777738586|44465124|2781213061,
Chloride channel activity,2908990898,5,2778428886,
Developmental maturation,2908562233,2,134018914|105702510|95444343,
Telonemia,2781270775,4,91066513|35195898|90132467|193252679,
Neophema,2775837724,3,174763830|2780150282|2780151428|185933670,""
Phage shock,2909385964,5,203075996|2993175405,
Hair Cover,2910136422,3,2779600286,
Intestinal Reabsorption,2909763861,5,"",
Flavobacteriales,2781123182,5,2777385719,
Bacteroides dorei,2911050455,5,2909183054,
Wing twist,137990359,5,527307,
Modern birds,2777231601,4,90132467|202783661,""
Directional locomotion,2909763002,4,54166955,
Evolutionary landscape,2780009971,3,104317684,
Chionodraco rastrospinosus,2779650117,4,2778917026|2778810253,
Platform test,2909214465,2,,
Right amygdala,2910580327,5,2779226451,
Disseminated cancer,2909121074,5,2779013556,
Skeletal muscle fibrosis,2910767385,4,2779959927|207200792|118131993|189165786|2780559512,
Cognition.status,2909146832,3,169900460,
Intracellular lipid transport,2909943194,4,2779134260|2778163477|62231903,
Immune Targeting,2908851139,5,2777701055,
Alcohol flush reaction,2777369732,5,30153976|3175096,
5.8S ribosomal RNA,98098607,5,194993378|21786251|88478588|41258723,
Cartilage tissues,2909336140,3,2780550940,
Registry of Standard Biological Parts,2778171201,4,2778090521|51679486,
Brahea,2778395160,5,"",
Cancer Pathway,2908532786,4,121608353,
Vestalis,2778963002,5,2778923344|2777089804,
Isolated cases,2910989851,3,555293320,
Mammary gland morphogenesis,2909958520,5,555283112|530470458,
Potassium channel activity,2910736568,4,83743174,
Kinixys,2778345945,3,2779678872,
Panpulmonata,2775953323,5,2778944640|44465124,
CNOT4,2780332910,5,134459356,
Euglena longa,2908970748,5,93829228|2780472036,
DiGeorge Syndrome Critical Region 8,2908902171,5,165864922|41282012|79750893,
Meningeal lymphatic vessels,2779950889,5,101054994,
Dividing cell,2908880090,4,93304396|85813293,
Ligase ribozyme,1342335,5,76346623,
KLRB1,111973055,5,106257327,
Meloidogyne partityla,2780036384,5,2908890940,
Control drugs,2909988832,3,2780035454,
Film editor,2910323872,2,153349607|29595303,
Argyroxiphium kauense,2910936164,2,18903297,
Sidewinding,183711841,3,151800584|90509273,
Left caudate nucleus,2910501168,5,2778187257|2781423529,
Komagataeibacter medellinensis,2910306847,4,2779477270,
MiRTarBase,167363718,4,7466232|121608353|145059251|150194340,
Transite,42492530,2,159985019|97137747|15708023,
ACOT7,2776214782,5,2780622759,
Luminal B Breast Cancer,2909942468,5,530470458|2778805511,
Oropetium thomaeum,2911093179,5,34920940,
Monolithic application,29651072,5,174683762|186846655,
Terminal transferase activity,2909870282,5,2756471,
The Hallmarks of Cancer,2776199265,5,555283112|96232424|2779013556,
Microtubule wall,2909523279,5,84425145,
Brodmann area 7,2779930593,5,2778180168,
Abstract thoughts,2910701941,2,180747234|77805123|188147891,
Potassium ion binding,2909515522,4,2994562179,
Anodonta oregonensis,2909657129,2,18903297,
Arabis sagittata,2909027770,3,,
DNA nanoball sequencing,54887055,5,13575015,
E-101 Solution,2910332451,5,203565725,
Providing material,2909449528,2,,
Mouse Embryonic Tissue,2908763951,4,145103041,
Bigwig,2777937875,4,141231307,
PHGDH Gene,2911172123,5,52992032,
Irregular connective tissue,2911098040,4,529295009|57742111|518705261|2779052585,
Normal linear growth,2910411846,5,2984496839,
Decreased plasma zinc levels,2911086076,3,,
Cardiac process,2911008431,3,555293320,
Small midbrain,2910411763,5,552161191,
Aglaiocercus kingii,2910512666,3,,
Family Muscidae,2909635367,4,182049041,
Vesicle localization,2909562557,5,102747710,
Abnormal mitochondrial morphology,2909541871,4,501734568|2779134260|28859421,
Ribosensors,2909524175,3,,
Endoribonuclease complex,2909365148,3,,
Telomere assembly,2910381848,3,,
MEIS2 Gene,2911040946,5,121587040|2994288815,
Hypotaurine dehydrogenase,2909228506,3,,
GAP binding,2908714265,5,80631254,
Platyproteum,2779852503,3,,
Oreochromis jipe,2779438427,2,505870484,
Family furnariidae,2911166106,5,194811659|44465124|2777521251,
Illumina Methylation Assay,136953436,5,190727270,
Epigenetics of physical exercise,37080517,5,165864922|190727270,
Urban yellow fever,2910574689,5,116675565|2780688631,
Calcium,519063684,2,134018914|55493867|178790620,2992773504|2994064519|2780548744|2992935181|2778812048|86589073|85520022|518915863|122229402|2781208988|2992750492|2779657890|114874019|2993506467|2779066535|87975464|2993048108|2781201070|2779014961|2777294900|2778937662|2909892930|18699975|2992038216|2775945674|2776032975|153461711|2777658833|2910654035|2778713300|22502612|29688787|116871256|2775941721|37281782|124490489|2992939642|2909159678
Environmental science,39432304,0,,159390177|54286561|87717796|526734887|524765639|91375879|107826830|37621935
Transition metal,106773901,3,161790260,""
Publishing,151719136,2,199539241|161191863,2781396290|2992936677|2994206668|165347436|2780460463|2777462167|2780315257|2780535194|2984423262
Phobias,2777127095,4,558461103,""
Carboxylation,24428623,3,183688256,""
Schizophrenia,73181058,3,555293320,2778941446|2777568134|2779727114|2776619155|2909491361|2776000289|2780211496|2777099321|2777154362|2778560701|84201533|2780494398|2778420670|67758918|2992237136|2777090001|2910503379|2780057945|141421786|2780864610|2779158372|63529061|2780103525|187869287|2909117930|2779705967|103709681|2910480882|2779319291
Visualization,36464697,2,78519656|124101348,14669888|2781041185|59740354|2989497147|30769735|64073096|2984857449|2984233447|2988474124|185578843|2985992435|2778305236|172367668|2780977526|112953755|162429305|2985079579|2883164
Drug discovery,74187038,3,2780035454,2993756132|2778796938|2778154635|2909541227|103637391|6555983|2778653363|63222358|68762167|99726746|174483455
Energy consumption,2780165032,2,18903297|119599485,""
DNA sequencing,51679486,3,104317684|552990157,122147968|2982827011|2909635725|2779935634|30439317|76818968|2992583839|2994134945|2779622820|191601316|70712619|192953774|106337198|2992922037|93664055|192800701|2778171201|2909937350|61688135|2778886985|126513998|21856720|164928082|2910753371|2908758497|2993711585|101985253|2909189229|2910001647|2909593851|2279292|2992610045
